artists,avg_popularity,track_count,avg_danceability,avg_energy,avg_mood,genres
Yuvan Shankar Raja;Senthil Dass,21.0,3,0.692,0.431,0.422,"k-pop, pop-film, pop"
Craig Shoemaker,21.0,2,0.556,0.959,0.538,comedy
Jahvillani,21.0,2,0.654,0.582,0.599,j-dance
Jah Vinci;Nae.Nae,21.0,2,0.606,0.774,0.744,j-dance
Alison Brown,21.0,2,0.5,0.57,0.786,bluegrass
Fr. John Samuel,21.0,2,0.5,0.406,0.602,malay
Pointed Sticks,21.0,2,0.299,0.791,0.762,power-pop
LSB,21.0,2,0.534,0.794,0.383,drum-and-bass
Jason Manford,21.0,4,0.294,0.225,0.152,"comedy, opera"
Joe Zimmerman,21.0,3,0.54,0.571,0.58,comedy
SHY FX;T. Power;Top Cat,21.0,2,0.607,0.962,0.853,drum-and-bass
Danny Carvalho,21.0,3,0.403,0.297,0.379,guitar
Star Feminine Band,21.0,2,0.616,0.793,0.811,afrobeat
Zatox;Tatanka,21.0,2,0.662,0.883,0.476,hardstyle
Jim Florentine,21.0,3,0.666,0.601,0.545,comedy
"Jim ""Kimo"" West",21.0,2,0.538,0.174,0.28,guitar
Todd Glass,21.0,7,0.534,0.892,0.735,comedy
Eugy;Mr Eazi,21.0,3,0.788,0.381,0.423,"dancehall, swedish"
DOLLA,21.0,2,0.727,0.847,0.462,malay
SMD,21.0,2,0.588,0.938,0.54,hardstyle
Kruelty,21.0,2,0.508,0.946,0.456,hardstyle
V3K;Moeha,21.0,2,0.596,0.505,0.335,malay
André De Shields;Hadestown Original Broadway Company;Anaïs Mitchell,21.0,2,0.444,0.235,0.27,show-tunes
Jean-Philippe Rameau;Les Musiciens du Louvre;Marc Minkowski,21.0,2,0.266,0.242,0.186,opera
David Puentez,21.0,3,0.634,0.724,0.471,progressive-house
John Doan,21.0,2,0.31,0.134,0.106,new-age
Moshe Kasher,21.0,3,0.606,0.707,0.712,comedy
Psyko Punkz;Dope D.O.D.,21.0,2,0.568,0.95,0.572,hardstyle
Nick Thune,21.0,2,0.475,0.806,0.532,comedy
Atta Isaacs,21.0,2,0.51,0.256,0.469,guitar
Alfredo De Angelis;Orquesta de Alfredo De Angelis;Juan Carlos Godoy,21.0,2,0.538,0.318,0.464,tango
Gene Karz;Lesia Karz,21.0,2,0.653,0.977,0.452,minimal-techno
Chronic Law;ATTOMATIC RECORDS,21.0,2,0.584,0.533,0.434,j-dance
Duke Ellington;John Coltrane,21.0,9,0.441,0.274,0.266,"classical, jazz, piano"
Original Cast of Amélie,21.0,3,0.449,0.277,0.289,show-tunes
Dutch Master,21.0,2,0.634,0.831,0.595,hardstyle
Alan Menken;Howard Ashman;Ellen Green,21.0,2,0.434,0.106,0.199,"disney, show-tunes"
Connie Francis,20.947,19,0.448,0.489,0.518,"r-n-b, rock-n-roll, rockabilly"
MEDUZA;Becky Hill;Goodboys,20.933,15,0.597,0.527,0.531,"dance, edm, electro"
George Bruns,20.923,13,0.544,0.313,0.437,disney
Edmundo Rivero,20.909,11,0.477,0.417,0.496,tango
Sayaka Yamamoto,20.889,9,0.507,0.784,0.571,j-idol
Billboard Baby Lullabies,20.875,16,0.455,0.251,0.255,disney
WowKidz,20.857,35,0.9,0.48,0.619,children
HKT48,20.857,7,0.439,0.925,0.645,j-idol
ZUTOMAYO,20.833,6,0.706,0.899,0.865,j-pop
Ryan Sickler,20.833,6,0.488,0.824,0.59,comedy
La Misa Negra,20.833,6,0.604,0.633,0.644,afrobeat
Ashbury Heights,20.833,6,0.606,0.826,0.666,"industrial, synth-pop"
Keeno,20.833,6,0.527,0.837,0.424,drum-and-bass
High Contrast,20.818,11,0.505,0.87,0.427,"drum-and-bass, j-dance"
Los Prisioneros,20.81,126,0.687,0.675,0.687,"alt-rock, alternative, hard-rock"
Teenage Fanclub,20.8,5,0.441,0.692,0.668,power-pop
Piano Genie,20.8,5,0.517,0.027,0.229,disney
Bacao Rhythm & Steel Band,20.778,9,0.745,0.716,0.794,afrobeat
Takeova,20.75,8,0.71,0.602,0.501,j-dance
Newfound Road,20.75,4,0.611,0.544,0.622,bluegrass
Rose Funeral,20.714,7,0.32,0.948,0.472,"black-metal, death-metal"
Nicola Conte,20.714,7,0.561,0.755,0.685,trip-hop
His Hero Is Gone,20.692,13,0.224,0.831,0.631,grindcore
Yume Miru Adolescence,20.667,3,0.5,0.957,0.735,j-idol
Aitana;Sebastian Yatra,20.667,3,0.48,0.572,0.5,"latin, spanish"
Susana Rinaldi,20.667,3,0.466,0.214,0.242,tango
DJ Hazard,20.667,3,0.715,0.923,0.578,drum-and-bass
Claude VonStroke,20.667,3,0.784,0.675,0.492,minimal-techno
Rhumba,20.667,6,0.717,0.508,0.407,j-dance
Sophie Ellis-Bextor,20.667,3,0.735,0.847,0.849,disco
Ajattara,20.667,3,0.401,0.847,0.5,black-metal
Per Myrberg,20.667,3,0.556,0.384,0.558,disney
Celestial Alignment,20.667,3,0.659,0.115,0.23,"anime, chill"
Euromasters,20.667,3,0.491,0.845,0.557,happy
James Hype;Pia Mia,20.667,6,0.701,0.836,0.762,"deep-house, groove, house"
Camille Saint-Saëns;Isata Kanneh-Mason;Jeneba Kanneh-Mason;Sheku Kanneh-Mason,20.667,3,0.213,0.066,0.049,"classical, french"
Georgi Vinogradov,20.667,3,0.56,0.243,0.452,romance
Benediction,20.667,3,0.332,0.973,0.566,death-metal
Junior M.A.F.I.A.,20.667,3,0.735,0.827,0.874,hardcore
Chris Thile,20.667,3,0.409,0.489,0.581,bluegrass
Celeste,20.667,3,0.658,0.79,0.638,"british, soul"
Astor Piazzolla,20.65,20,0.409,0.312,0.288,tango
Jor'dan Armstrong,20.632,19,0.653,0.639,0.555,afrobeat
Danny Chan,20.625,8,0.582,0.458,0.429,cantopop
Chisato Moritaka,20.6,5,0.64,0.838,0.793,j-idol
The Emotions,20.6,5,0.643,0.479,0.615,"disco, funk, soul"
Kinniku Shōjo Tai,20.6,5,0.474,0.986,0.668,heavy-metal
Endymion,20.6,5,0.463,0.954,0.466,"happy, techno"
Thad Fiscella,20.6,5,0.442,0.047,0.192,new-age
Isan,20.6,5,0.591,0.418,0.318,idm
Talking Heads,20.588,17,0.723,0.627,0.798,"funk, punk-rock, punk"
Deicide,20.583,12,0.302,0.934,0.538,"black-metal, death-metal"
Morbo y Mambo,20.571,7,0.581,0.731,0.696,afrobeat
Aversions Crown,20.545,11,0.358,0.966,0.428,"black-metal, death-metal"
Grim YG,20.5,2,0.756,0.664,0.594,j-dance
F.Y.P,20.5,2,0.334,0.907,0.806,power-pop
Kuba Jurzyk,20.5,2,0.468,0.414,0.41,disney
Emma Shapplin,20.5,2,0.258,0.448,0.257,opera
Marvin Gaye;Tammi Terrell,20.5,8,0.629,0.776,0.806,"funk, indie, soul"
Imperialist,20.5,8,0.299,0.946,0.43,black-metal
Lords Of Acid,20.5,2,0.639,0.893,0.663,industrial
Mark Seibert,20.5,2,0.393,0.274,0.211,show-tunes
Cyber,20.5,2,0.436,0.937,0.493,hardstyle
Comedian Bob Marley,20.5,2,0.626,0.498,0.591,comedy
The Osborne Brothers;Mac Wiseman,20.5,2,0.546,0.566,0.76,bluegrass
Dream Your Dream,20.5,4,0.688,0.759,0.388,happy
Lordson Antony,20.5,2,0.532,0.503,0.412,malay
Consoul Trainin,20.5,2,0.667,0.766,0.444,electronic
Jahshii;Sonovic,20.5,2,0.757,0.613,0.573,j-dance
The Exploding Hearts,20.5,2,0.337,0.966,0.678,power-pop
Genitorturers,20.5,2,0.57,0.904,0.754,industrial
Lidia Borda;Orquesta El Arranque,20.5,4,0.414,0.352,0.316,tango
Hate,20.5,4,0.287,0.973,0.438,death-metal
Demented Scumcats,20.5,2,0.39,0.836,0.636,goth
Jon Schmidt,20.5,6,0.41,0.17,0.227,new-age
Will Ackerman;Jeff Oster;Tom Eaton,20.5,2,0.447,0.134,0.114,new-age
Intence;Zimi,20.5,2,0.716,0.798,0.717,j-dance
Jane Leslie,20.5,2,0.412,0.043,0.079,new-age
Solomun;Keinemusik;Adam Port;&ME;Rampa,20.5,2,0.804,0.819,0.551,"minimal-techno, techno"
Gilberto Puente,20.5,2,0.558,0.262,0.466,guitar
Jason Allen,20.5,2,0.648,0.455,0.61,comedy
K. S. Harisankar;Shankar Sharma,20.5,2,0.562,0.234,0.19,malay
Carlos Moscardini,20.5,2,0.355,0.236,0.4,guitar
Léo Delibes;Carl Davis;Royal Liverpool Philharmonic Orchestra;Janice Watson;Ruby Philogene;The King's Division Normandy Band,20.5,2,0.34,0.217,0.158,opera
Wildstylez;Noisecontrollers,20.5,2,0.44,0.946,0.516,hardstyle
Shiv-R,20.5,2,0.56,0.882,0.645,industrial
The Hampsters,20.5,2,0.726,0.65,0.825,kids
Intence;Govana,20.5,2,0.558,0.849,0.683,j-dance
Cibo Matto,20.5,8,0.623,0.615,0.568,trip-hop
Alan Fitzpatrick;Reset Robot,20.5,4,0.59,0.817,0.349,"minimal-techno, techno"
Mazzy Star,20.5,8,0.462,0.297,0.225,"alt-rock, alternative"
Astor Piazzolla;Roberto Goyeneche,20.5,2,0.466,0.325,0.418,tango
Ángel Vargas,20.5,2,0.817,0.342,0.591,tango
A-Lusion,20.5,2,0.49,0.997,0.544,hardstyle
Sarah Téibo,20.5,2,0.726,0.683,0.584,afrobeat
Black Sun Empire;State of Mind,20.5,2,0.574,0.955,0.54,drum-and-bass
Bobby Hicks;Doyle Lawson;J.D. Crowe;Jerry Douglas;Todd Phillips;Tony Rice,20.5,2,0.59,0.545,0.798,bluegrass
Alkaline;Black Shadow,20.5,2,0.692,0.744,0.592,j-dance
ANDY SVGE,20.5,2,0.434,0.957,0.505,hardstyle
Mefjus,20.5,2,0.564,0.985,0.466,drum-and-bass
Nelly Furtado;Timbaland,20.5,4,0.813,0.973,0.912,latin
Seiko Matsuda;Chris Hart,20.5,2,0.52,0.596,0.456,j-idol
Angela Lansbury,20.5,2,0.444,0.326,0.438,show-tunes
Omar S;L'Renee,20.5,2,0.845,0.568,0.804,detroit-techno
Armando Pontier,20.5,2,0.712,0.293,0.499,tango
Megaraptor,20.5,2,0.454,0.852,0.516,heavy-metal
Mauricio Luz;Pedro Lopes,20.5,2,0.506,0.347,0.524,disney
Beenie Man;Blakk Man,20.5,2,0.672,0.802,0.792,j-dance
André Rieu;Mirusia Louwerse,20.5,2,0.152,0.346,0.223,opera
Bombus,20.5,2,0.407,0.896,0.602,goth
Andy Karl;Tim Minchin,20.5,2,0.547,0.104,0.27,show-tunes
Romperayo,20.5,6,0.662,0.734,0.803,afrobeat
Sephyx;Syren,20.5,2,0.499,0.755,0.389,hardstyle
Alfredo De Angelis;Carlos Dante;Julio Martel;Orquesta de Alfredo De Angelis,20.5,2,0.554,0.379,0.632,tango
Xaon,20.5,2,0.46,0.864,0.475,death-metal
Eddie Santiago,20.483,29,0.687,0.776,0.83,salsa
Bounty Killer,20.462,13,0.685,0.754,0.7,j-dance
Frankie Knuckles,20.455,11,0.746,0.695,0.668,chicago-house
Cupid,20.448,29,0.722,0.67,0.697,"kids, party"
Eladia Blazquez,20.429,7,0.417,0.311,0.321,tango
Malena Muyala,20.429,7,0.575,0.208,0.293,tango
Technikore,20.429,7,0.529,0.919,0.561,happy
Christina Perri,20.417,12,0.455,0.345,0.241,"dance, pop, rock"
Méav,20.4,5,0.241,0.375,0.267,"new-age, opera"
Andreas Gabalier,20.4,35,0.654,0.788,0.705,party
Roberto Goyeneche;Atilio Stampone y su Orquesta Tipica,20.385,13,0.424,0.364,0.392,tango
STU48,20.364,11,0.497,0.88,0.703,j-idol
Jax,20.36,50,0.589,0.468,0.493,"singer-songwriter, songwriter"
Fully Bad,20.333,3,0.614,0.576,0.516,j-dance
Wilkinson,20.333,6,0.484,0.899,0.489,drum-and-bass
Kyle Edwards;DJ Bake,20.333,3,0.897,0.787,0.589,club
DGHTR,20.333,12,0.785,0.374,0.409,study
Kelvin T;Takeem,20.333,3,0.642,0.771,0.591,club
Krystina Alabado;Emma Hunton;Ben Fankhauser;Katie Thompson,20.333,3,0.528,0.323,0.339,show-tunes
Nervz,20.333,3,0.681,0.489,0.436,j-dance
Buffalo Tom,20.333,3,0.338,0.824,0.586,power-pop
Akitsa,20.333,3,0.293,0.942,0.405,black-metal
Georges Bizet;Barry Wordsworth;London Symphony Orchestra,20.333,3,0.368,0.195,0.302,opera
blessthefall,20.333,3,0.257,0.944,0.555,"metal, metalcore"
A.N.I.M.A.L.,20.333,3,0.527,0.851,0.459,heavy-metal
Doyle Lawson & Quicksilver,20.333,3,0.543,0.562,0.652,bluegrass
Cut Chemist,20.333,3,0.798,0.897,0.669,trip-hop
Ernest Tubb,20.32,25,0.683,0.336,0.561,honky-tonk
Newen Afrobeat,20.308,13,0.714,0.796,0.789,afrobeat
Kyle Edwards;DJ Smallz 732,20.286,7,0.901,0.658,0.599,club
The Harp and the Piano,20.286,7,0.601,0.06,0.202,disney
Moonspell,20.28,25,0.406,0.865,0.488,"black-metal, goth"
Andy Hui,20.273,11,0.55,0.46,0.385,cantopop
hope mona,20.25,16,0.697,0.346,0.325,study
Leola,20.25,4,0.652,0.677,0.577,j-dance
Kiprich,20.25,4,0.756,0.738,0.841,j-dance
James Hype;Miggy Dela Rosa;Lazza,20.222,9,0.818,0.717,0.656,"dance, deep-house, groove"
Little Piano Player,20.222,9,0.431,0.031,0.17,disney
Vreid,20.2,5,0.241,0.879,0.462,black-metal
Bang!,20.2,5,0.518,0.824,0.536,happy
DJ Isaac,20.188,16,0.693,0.851,0.499,"happy, hardstyle"
Truchło Strzygi,20.182,11,0.242,0.898,0.467,black-metal
Gary Gulman,20.182,11,0.54,0.675,0.518,comedy
Damien Rice,20.167,12,0.439,0.232,0.227,"singer-songwriter, songwriter"
Zapp,20.143,7,0.831,0.807,0.828,"disco, synth-pop"
Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,20.125,8,0.455,0.378,0.464,tango
Demi Lovato,20.125,8,0.54,0.644,0.476,dance
Leon Lai,20.118,17,0.608,0.528,0.483,cantopop
Logistics,20.111,9,0.451,0.891,0.589,drum-and-bass
Aretha Franklin,20.091,11,0.488,0.504,0.518,"blues, jazz, soul"
Mia Julia,20.059,17,0.635,0.912,0.697,party
Prasad,20.0,3,0.73,0.752,0.818,malay
Predator,20.0,2,0.446,0.887,0.532,happy
Clinton Jackson,20.0,2,0.471,0.978,0.472,comedy
Tanto Metro & Devonte,20.0,4,0.746,0.712,0.714,j-dance
Lola Indigo,20.0,3,0.823,0.713,0.68,"latin, spanish"
Morten Granau,20.0,2,0.796,0.703,0.467,trance
Chaos Team;Andy Luxx;Alex Engel,20.0,3,0.732,0.92,0.613,"disco, party"
Balek,20.0,4,0.688,0.812,0.728,party
Andrea Bocelli;Cecilia Bartoli,20.0,2,0.262,0.182,0.192,opera
Peter Kater;Michael Brant DeMaria,20.0,2,0.263,0.034,0.037,new-age
Chatham County Line,20.0,3,0.544,0.701,0.768,bluegrass
Portrayal of Guilt,20.0,7,0.239,0.925,0.447,black-metal
Snoop Dogg;Wiz Khalifa;Bruno Mars,20.0,9,0.7,0.653,0.585,"funk, hip-hop"
Jay Reeve,20.0,2,0.46,0.908,0.5,hardstyle
Solex,20.0,2,0.576,0.91,0.401,trip-hop
Ted Gärdestad,20.0,4,0.495,0.678,0.662,swedish
Ivan Carsten,20.0,2,0.581,0.902,0.483,hardstyle
Let's Active,20.0,2,0.608,0.725,0.798,power-pop
Alan Menken;Howard Ashman;Lee Wilkof,20.0,2,0.656,0.391,0.531,"disney, show-tunes"
Alan Menken;David Zippel;Jonathan Antoine;Royal Philharmonic Orchestra;Chris Walden,20.0,2,0.358,0.602,0.432,"disney, show-tunes"
Alan Menken;Anders Soldh;Gävle Symphony Orchestra;Alexander Hanson,20.0,3,0.119,0.16,0.095,"disney, show-tunes"
Frank Churchill;Ed Plumb;Larry Morey,20.0,2,0.235,0.268,0.269,disney
BaianaSystem;Thiago França,20.0,2,0.452,0.982,0.61,afrobeat
Popcaan;Louie Vito,20.0,2,0.532,0.747,0.646,j-dance
Murdock;Doctrine,20.0,2,0.656,0.81,0.41,drum-and-bass
Chorus of Pinocchio,20.0,2,0.265,0.237,0.184,disney
Francesco Nicola Fago;Jakub Józef Orliński;Maxim Emelyanychev;Il Pomo D'oro,20.0,5,0.306,0.139,0.267,opera
The Cassandra Complex,20.0,2,0.466,0.731,0.374,industrial
DJ Greg C,20.0,3,0.833,0.893,0.511,j-dance
Vintersorg,20.0,2,0.372,0.718,0.43,black-metal
Black Ryno,20.0,2,0.66,0.734,0.612,j-dance
Sascha Braemer,20.0,2,0.75,0.53,0.402,minimal-techno
All Angels,20.0,3,0.211,0.245,0.135,opera
Quantic;Quantic and His Combo Barbaro,20.0,2,0.636,0.98,0.958,trip-hop
Jahshii,20.0,3,0.757,0.609,0.583,j-dance
Roni Size;DJ Suv,20.0,2,0.727,0.968,0.814,"breakbeat, drum-and-bass"
Laden,20.0,2,0.578,0.782,0.694,j-dance
Myq Kaplan,20.0,2,0.511,0.838,0.679,comedy
DJ Stephanie,20.0,2,0.586,0.844,0.558,hardstyle
Alan Menken;Lee Wilkof;Franc Luz,20.0,2,0.679,0.523,0.521,"disney, show-tunes"
Bitter:Sweet,20.0,3,0.812,0.598,0.724,trip-hop
Poppie Swag,20.0,4,0.424,0.055,0.212,disney
Claudio Marciello,20.0,2,0.299,0.896,0.683,heavy-metal
Matt Large,20.0,54,0.664,0.598,0.553,study
Back to Earth,20.0,2,0.412,0.227,0.15,new-age
George Skaroulis,20.0,7,0.31,0.119,0.125,new-age
Hans Zimmer;Gavin Greenaway;The Lyndhurst Orchestra;Lisa Gerrard,20.0,2,0.174,0.174,0.091,german
TJ Cream;Marko,20.0,2,0.696,0.592,0.582,afrobeat
Renacer,20.0,2,0.422,0.936,0.641,heavy-metal
Dawn Of Ashes,20.0,2,0.348,0.95,0.517,"black-metal, industrial"
Wiegedood,20.0,5,0.173,0.964,0.403,black-metal
柳影虹,20.0,2,0.365,0.453,0.475,cantopop
Emilian Kaminski;Chor Chlopiecy Towarzystwa Spiewaczego,20.0,2,0.836,0.686,0.858,disney
THREE1989,20.0,2,0.738,0.538,0.554,j-dance
Elis Regina,20.0,24,0.518,0.411,0.369,"brazil, jazz, mpb"
Tita Merello;Francisco Canaro,20.0,3,0.63,0.352,0.575,tango
Tommy Keene,20.0,2,0.412,0.79,0.669,power-pop
Mario del Monaco,20.0,3,0.241,0.226,0.203,opera
Edvard Grieg;Gothenburg Symphony Orchestra;Neeme Järvi,20.0,2,0.32,0.053,0.16,classical
Salim–Sulaiman;Sunidhi Chauhan;King,20.0,2,0.72,0.691,0.503,"folk, indian"
Eddie Ng,20.0,2,0.549,0.404,0.342,cantopop
Ebo Taylor,20.0,2,0.715,0.874,0.864,afrobeat
Aníbal Troilo;Floreal Ruiz,20.0,4,0.44,0.479,0.548,tango
Jon Reep,20.0,2,0.535,0.861,0.388,comedy
Norman Blake,20.0,5,0.447,0.369,0.598,bluegrass
Sakurako Ohara,20.0,19,0.569,0.867,0.717,j-idol
Zorra,20.0,2,0.486,0.994,0.502,heavy-metal
Ondatrópica,20.0,4,0.671,0.787,0.85,afrobeat
Calle 13;Rubén Blades;La Chilinga,20.0,2,0.735,0.681,0.853,afrobeat
June Anderson;Raul Gimenez;Kathryn Bouleyn;Alessandro Corbelli;Nina Walker,20.0,3,0.377,0.048,0.102,opera
Obscurity,20.0,2,0.36,0.998,0.435,black-metal
Ariel Ardit;Andrés Linetzky,20.0,2,0.423,0.258,0.259,tango
Robbie Rule;TripleDose Production,20.0,2,0.686,0.75,0.582,j-dance
Drowsy Teddy,20.0,3,0.309,0.018,0.223,disney
Juanafé;La Flor del Recuerdo,20.0,3,0.524,0.398,0.427,afrobeat
Rings of Saturn,20.0,2,0.49,0.994,0.496,death-metal
TJ Cream;Ozoro,20.0,2,0.772,0.538,0.609,afrobeat
Mariano Mores,20.0,2,0.449,0.358,0.419,tango
Paradis,20.0,6,0.587,0.72,0.578,"disco, french"
Datach'i,20.0,2,0.71,0.805,0.514,idm
BadKidMacei,20.0,4,0.785,0.646,0.543,kids
Everclear,20.0,9,0.503,0.937,0.659,"alt-rock, alternative, grunge"
Navino,20.0,2,0.69,0.874,0.915,j-dance
The Dwarf Chorus,20.0,2,0.81,0.266,0.592,disney
Nathan Lane;Matthew Broderick;The Producers Ensemble,20.0,2,0.306,0.205,0.242,"disney, show-tunes"
The Donnas,20.0,2,0.378,0.966,0.714,power-pop
David Grier,20.0,2,0.403,0.408,0.695,bluegrass
V3K,20.0,3,0.536,0.361,0.351,malay
Darius Rucker,20.0,4,0.553,0.626,0.63,country
Dana Gould,20.0,2,0.47,0.922,0.5,comedy
Patrizio,20.0,3,0.415,0.541,0.436,opera
Steely Dan,19.957,23,0.617,0.628,0.696,"country, folk, psych-rock"
De-Phazz,19.923,13,0.628,0.688,0.668,trip-hop
Kvelertak,19.923,13,0.303,0.914,0.506,black-metal
3 Steps Ahead,19.857,7,0.493,0.891,0.541,happy
Sexteto Mayor,19.833,6,0.429,0.273,0.362,tango
David Ogden Stiers;Chie Nagatani;Nina Flyer,19.833,6,0.598,0.119,0.312,disney
Cattle Decapitation,19.826,23,0.277,0.946,0.465,grindcore
Orbital,19.825,40,0.583,0.75,0.517,"breakbeat, hardcore"
Dominik Eulberg,19.8,5,0.637,0.596,0.378,minimal-techno
The Spinners,19.8,5,0.534,0.607,0.732,"disco, funk, soul"
Bölzer,19.8,5,0.181,0.946,0.448,black-metal
FKA twigs,19.8,50,0.457,0.576,0.592,"alternative, trip-hop"
Voilaaa;Pat Kalla,19.8,5,0.839,0.711,0.81,afrobeat
Samael,19.793,29,0.365,0.893,0.488,"black-metal, industrial"
Hans Zimmer;Richard Harvey,19.778,9,0.097,0.122,0.072,german
Aaron Kwok,19.75,8,0.554,0.415,0.345,cantopop
Musical Youth,19.75,4,0.746,0.666,0.845,reggae
Mortuary Drape,19.75,4,0.251,0.991,0.452,"black-metal, death-metal"
Synkop,19.75,4,0.576,0.286,0.288,study
Shapeshifter,19.714,14,0.45,0.808,0.429,drum-and-bass
Devil Master,19.7,10,0.207,0.962,0.463,black-metal
Yuna;Usher,19.667,3,0.678,0.413,0.378,malay
Abayomy Afrobeat Orquestra,19.667,3,0.612,0.858,0.797,afrobeat
SHINJIRO ATAE (from AAA),19.667,3,0.673,0.721,0.641,j-dance
Lisa Antoni,19.667,3,0.293,0.231,0.173,show-tunes
Dokken,19.667,3,0.367,0.832,0.485,"hard-rock, metal"
Massive Attack;Tracey Thorn,19.667,3,0.58,0.506,0.638,"electronic, trip-hop"
SRB,19.667,3,0.625,0.945,0.514,happy
Russell Watson,19.667,3,0.228,0.296,0.191,opera
Victor Rice,19.667,3,0.619,0.686,0.843,afrobeat
Sless Praismo,19.667,6,0.648,0.433,0.516,study
Kreisligahelden,19.667,3,0.596,0.965,0.757,party
Ana Torroja,19.667,6,0.622,0.71,0.677,spanish
Aitana;Ana Guerra;Greeicy;TINI,19.667,3,0.703,0.736,0.656,"latin, spanish"
Marko Maunuksela,19.667,3,0.466,0.546,0.47,tango
Alesso;Tove Lo,19.636,11,0.504,0.748,0.513,"dance, edm, electro"
La Chicana,19.625,8,0.609,0.416,0.5,tango
Esthero,19.6,5,0.667,0.636,0.58,trip-hop
36 Crazyfists,19.6,10,0.468,0.889,0.704,"groove, industrial, metalcore"
David Healer,19.571,7,0.617,0.127,0.325,disney
All Time Low,19.529,34,0.482,0.888,0.735,"punk-rock, punk, rock"
Dragonfly,19.5,4,0.594,0.958,0.626,heavy-metal
Becky Hill;David Guetta,19.5,8,0.622,0.863,0.649,"dance, edm, house"
Damon Paul,19.5,2,0.74,0.952,0.736,minimal-techno
Anibal Troilo y su orquesta;Alberto Marino,19.5,2,0.524,0.238,0.406,tango
Julio Martel;Alfredo De Angelis,19.5,2,0.626,0.324,0.605,tango
Cruel Force,19.5,4,0.253,0.986,0.64,black-metal
Dwayne Perkins,19.5,2,0.588,0.682,0.566,comedy
Speedometer,19.5,2,0.726,0.643,0.764,afrobeat
SWAY,19.5,2,0.748,0.806,0.808,j-dance
Femi Kuti,19.5,2,0.763,0.871,0.719,afrobeat
Frank Churchill;Leigh Harline;Larry Morey,19.5,2,0.255,0.14,0.166,disney
Orquesta Tipica Fernandez Fierro,19.5,2,0.603,0.36,0.434,tango
Kathryn Toyama,19.5,2,0.42,0.18,0.114,new-age
Osvaldo Fresedo,19.5,2,0.5,0.344,0.47,tango
Joel Grind,19.5,2,0.33,0.993,0.52,black-metal
Velho,19.5,2,0.116,0.962,0.574,black-metal
Felix Jaehn;Ray Dalton,19.5,16,0.616,0.841,0.765,"edm, electro, german"
Pink Boss;Love Star Music,19.5,2,0.626,0.605,0.551,j-dance
Rytikal,19.5,2,0.688,0.617,0.627,j-dance
Lefties Soul Connection,19.5,2,0.574,0.859,0.84,afrobeat
Bodylotion,19.5,2,0.716,0.936,0.473,happy
林師傑,19.5,2,0.588,0.43,0.366,cantopop
The Chemical Brothers;Crookers,19.5,2,0.768,0.798,0.626,breakbeat
沈雁,19.5,2,0.585,0.358,0.476,cantopop
Shimon;Andy C,19.5,2,0.682,0.88,0.845,drum-and-bass
Moliy;Moonchild Sanelly,19.5,2,0.746,0.659,0.779,alternative
A-Lusion;Scope DJ;Second Identity,19.5,2,0.632,0.961,0.552,hardstyle
Quinteto Pirincho,19.5,2,0.688,0.403,0.711,tango
Black Messiah,19.5,2,0.391,0.93,0.601,black-metal
Aim,19.5,2,0.592,0.615,0.646,trip-hop
Sielunvihollinen,19.5,2,0.338,0.995,0.564,black-metal
MOSHIMO,19.5,2,0.486,0.912,0.699,j-idol
Yagya,19.5,2,0.696,0.418,0.304,minimal-techno
Vybz Kartel;Gaza Slim,19.5,4,0.644,0.853,0.704,j-dance
Silbermond,19.5,2,0.661,0.584,0.58,german
Mairead Nesbitt,19.5,2,0.352,0.392,0.465,opera
Aevum,19.5,2,0.377,0.941,0.59,opera
René LaVice,19.5,2,0.616,0.842,0.636,drum-and-bass
William So,19.444,9,0.568,0.469,0.381,"cantopop, mandopop"
Bush,19.429,7,0.394,0.713,0.445,"alt-rock, alternative, grunge"
Alfredo De Angelis;Juan Carlos Godoy,19.429,7,0.579,0.356,0.549,tango
Hugo Del Carril,19.429,7,0.569,0.322,0.509,tango
SILENT SIREN,19.417,12,0.545,0.887,0.785,j-idol
Michael Ball;Alfie Boe,19.412,17,0.35,0.43,0.34,"opera, show-tunes"
Tiamat,19.4,5,0.415,0.664,0.401,black-metal
"José Alberto ""El Canario""",19.4,5,0.663,0.642,0.788,salsa
Kyson,19.394,33,0.485,0.315,0.224,"ambient, idm"
Ella Fitzgerald;Louis Armstrong,19.393,28,0.535,0.258,0.371,"blues, jazz"
Wasuta,19.375,8,0.544,0.908,0.689,j-idol
Kiko Dinucci e Bando Afro Macarrônico,19.333,3,0.754,0.602,0.763,afrobeat
Interactive Noise,19.333,3,0.679,0.831,0.421,trance
Rexanthony,19.333,6,0.55,0.975,0.57,happy
WhoMadeWho,19.333,3,0.582,0.763,0.513,"electronic, punk"
Ed Solo;Elijah MC,19.333,3,0.773,0.828,0.8,"breakbeat, drum-and-bass"
Tranquility Piano,19.333,3,0.461,0.043,0.128,disney
ELFENSJóN,19.333,3,0.503,0.91,0.659,j-idol
Exciter,19.333,3,0.271,0.904,0.532,black-metal
Albert King,19.333,6,0.695,0.49,0.621,"acoustic, blues"
ohGr,19.333,3,0.523,0.767,0.474,industrial
Kura,19.333,3,0.653,0.89,0.452,progressive-house
Tiwa Savage;Brandy,19.333,3,0.705,0.809,0.628,dancehall
DJ Cam,19.333,3,0.75,0.706,0.781,trip-hop
